symptoms,disease
"red_spots_over_body, lethargy, swelled_lymph_nodes, high_fever, headache, malaise, itching, mild_fever, skin_rash, fatigue",Chicken pox
"fatigue, lethargy, red_spots_over_body, itching, headache, swelled_lymph_nodes, malaise, mild_fever, skin_rash, high_fever",Chicken pox
"mild_fever, fatigue, headache, skin_rash, red_spots_over_body, high_fever, itching, lethargy, malaise, swelled_lymph_nodes",Chicken pox
"stomach_pain, vomiting, acidity, ulcers_on_tongue, cough",GERD
"ulcers_on_tongue, vomiting, acidity, cough, stomach_pain",GERD
"vomiting, acidity, ulcers_on_tongue, cough, stomach_pain",GERD
"burning_micturition, stomach_pain, itching, skin_rash, spotting_ urination",Drug Reaction
"stomach_pain, skin_rash, burning_micturition, itching, spotting_ urination",Drug Reaction
"burning_micturition, itching, skin_rash, stomach_pain, spotting_ urination",Drug Reaction
"inflammatory_nails, silver_like_dusting, small_dents_in_nails, skin_rash, skin_peeling",Psoriasis
"silver_like_dusting, skin_peeling, inflammatory_nails, small_dents_in_nails, skin_rash",Psoriasis
"silver_like_dusting, inflammatory_nails, small_dents_in_nails, skin_peeling, skin_rash",Psoriasis
"loss_of_balance, back_pain, weakness_in_limbs, dizziness",Cervical spondylosis
"loss_of_balance, weakness_in_limbs, dizziness, back_pain",Cervical spondylosis
"weakness_in_limbs, back_pain, loss_of_balance, dizziness",Cervical spondylosis
"dark_urine, yellowish_skin, itching, weight_loss, abdominal_pain, vomiting, high_fever, fatigue",Jaundice
"itching, fatigue, abdominal_pain, vomiting, yellowish_skin, high_fever, dark_urine, weight_loss",Jaundice
"fatigue, itching, vomiting, abdominal_pain, dark_urine, weight_loss, high_fever, yellowish_skin",Jaundice
"red_sore_around_nose, yellow_crust_ooze, skin_rash, blister",Impetigo
"yellow_crust_ooze, blister, skin_rash, red_sore_around_nose",Impetigo
"red_sore_around_nose, skin_rash, yellow_crust_ooze, blister",Impetigo
"sunken_eyes, dehydration, diarrhoea",Gastroenteritis
"diarrhoea, sunken_eyes, dehydration",Gastroenteritis
"diarrhoea, dehydration, sunken_eyes",Gastroenteritis
"family_history, breathlessness, high_fever, mucoid_sputum, cough, fatigue",Bronchial Asthma
"breathlessness, fatigue, high_fever, cough, mucoid_sputum, family_history",Bronchial Asthma
"family_history, cough, high_fever, mucoid_sputum, breathlessness, fatigue",Bronchial Asthma
"abdominal_pain, yellowish_skin, yellowing_of_eyes, vomiting, itching, nausea",Chronic cholestasis
"yellowing_of_eyes, itching, nausea, vomiting, abdominal_pain, yellowish_skin",Chronic cholestasis
"yellowish_skin, abdominal_pain, vomiting, itching, nausea, yellowing_of_eyes",Chronic cholestasis
"depression, weight_gain, swollen_extremeties, irritability, puffy_face_and_eyes, brittle_nails, abnormal_menstruation, mood_swings, enlarged_thyroid, lethargy, cold_hands_and_feets, dizziness",Hypothyroidism
"brittle_nails, dizziness, swollen_extremeties, irritability, mood_swings, abnormal_menstruation, cold_hands_and_feets, lethargy, puffy_face_and_eyes, weight_gain, enlarged_thyroid, depression",Hypothyroidism
"enlarged_thyroid, irritability, lethargy, brittle_nails, dizziness, weight_gain, swollen_extremeties, mood_swings, abnormal_menstruation, puffy_face_and_eyes, depression, cold_hands_and_feets",Hypothyroidism
"painful_walking, stiff_neck, movement_stiffness, muscle_weakness",Arthritis
"stiff_neck, movement_stiffness, painful_walking, muscle_weakness",Arthritis
"muscle_weakness, stiff_neck, painful_walking, movement_stiffness",Arthritis
"pain_in_anal_region, irritation_in_anus, bloody_stool, pain_during_bowel_movements, constipation",Dimorphic hemmorhoids(piles)
"irritation_in_anus, pain_during_bowel_movements, bloody_stool, constipation, pain_in_anal_region",Dimorphic hemmorhoids(piles)
"constipation, pain_in_anal_region, bloody_stool, pain_during_bowel_movements, irritation_in_anus",Dimorphic hemmorhoids(piles)
"yellowing_of_eyes, acute_liver_failure, nausea, vomiting, joint_pain, high_fever, abdominal_pain, dark_urine, yellowish_skin, coma, fatigue, stomach_bleeding, loss_of_appetite",Hepatitis E
"yellowing_of_eyes, fatigue, coma, joint_pain, nausea, stomach_bleeding, high_fever, vomiting, dark_urine, loss_of_appetite, acute_liver_failure, yellowish_skin, abdominal_pain",Hepatitis E
"dark_urine, yellowing_of_eyes, abdominal_pain, nausea, high_fever, loss_of_appetite, vomiting, acute_liver_failure, joint_pain, yellowish_skin, fatigue, stomach_bleeding, coma",Hepatitis E
"bruising, swollen_legs, cramps, obesity, fatigue, prominent_veins_on_calf",Varicose veins
"fatigue, obesity, bruising, prominent_veins_on_calf, cramps, swollen_legs",Varicose veins
"prominent_veins_on_calf, swollen_legs, fatigue, cramps, bruising, obesity",Varicose veins
"acidity, indigestion, irritability, stiff_neck, excessive_hunger, depression, blurred_and_distorted_vision, headache",Migraine
"excessive_hunger, depression, acidity, blurred_and_distorted_vision, stiff_neck, irritability, indigestion, headache",Migraine
"excessive_hunger, irritability, indigestion, depression, headache, acidity, blurred_and_distorted_vision, stiff_neck",Migraine
"fatigue, malaise, nausea, back_pain, red_spots_over_body, loss_of_appetite, pain_behind_the_eyes, skin_rash, high_fever, joint_pain, chills, headache, vomiting, muscle_pain",Dengue
"red_spots_over_body, high_fever, nausea, skin_rash, joint_pain, loss_of_appetite, back_pain, malaise, pain_behind_the_eyes, headache, vomiting, muscle_pain, chills, fatigue",Dengue
"nausea, chills, red_spots_over_body, back_pain, pain_behind_the_eyes, vomiting, high_fever, headache, joint_pain, loss_of_appetite, malaise, muscle_pain, fatigue, skin_rash",Dengue
"chest_pain, sweating, breathlessness",Heart attack
"sweating, chest_pain, breathlessness",Heart attack
"chest_pain, breathlessness, sweating",Heart attack
"fluid_overload, history_of_alcohol_consumption, distention_of_abdomen, yellowish_skin, vomiting, abdominal_pain, swelling_of_stomach",Alcoholic hepatitis
"history_of_alcohol_consumption, swelling_of_stomach, yellowish_skin, vomiting, fluid_overload, distention_of_abdomen, abdominal_pain",Alcoholic hepatitis
"yellowish_skin, vomiting, abdominal_pain, distention_of_abdomen, swelling_of_stomach, fluid_overload, history_of_alcohol_consumption",Alcoholic hepatitis
"blurred_and_distorted_vision, fatigue, restlessness, irregular_sugar_level, excessive_hunger, weight_loss, increased_appetite, polyuria, obesity",Diabetes
"obesity, restlessness, fatigue, blurred_and_distorted_vision, irregular_sugar_level, increased_appetite, weight_loss, excessive_hunger, polyuria",Diabetes
"obesity, restlessness, excessive_hunger, polyuria, increased_appetite, weight_loss, irregular_sugar_level, blurred_and_distorted_vision, fatigue",Diabetes
"stiff_neck, blurred_and_distorted_vision, irritability, excessive_hunger, acidity, depression, visual_disturbances, headache, indigestion",Migraine
"indigestion, excessive_hunger, irritability, depression, headache, acidity, blurred_and_distorted_vision, stiff_neck, visual_disturbances",Migraine
"visual_disturbances, acidity, irritability, headache, depression, blurred_and_distorted_vision, excessive_hunger, indigestion, stiff_neck",Migraine
"pain_during_bowel_movements, pain_in_anal_region, constipation, irritation_in_anus, bloody_stool",Dimorphic hemmorhoids(piles)
"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",Dimorphic hemmorhoids(piles)
"pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus, constipation, bloody_stool",Dimorphic hemmorhoids(piles)
"spotting_ urination, skin_rash, burning_micturition, itching",Drug Reaction
"skin_rash, spotting_ urination, itching, burning_micturition",Drug Reaction
"skin_rash, spotting_ urination, burning_micturition, itching",Drug Reaction
"neck_pain, dizziness, loss_of_balance, weakness_in_limbs",Cervical spondylosis
"dizziness, neck_pain, weakness_in_limbs, loss_of_balance",Cervical spondylosis
"neck_pain, weakness_in_limbs, dizziness, loss_of_balance",Cervical spondylosis
"palpitations, anxiety, irritability, sweating, fatigue, headache, excessive_hunger, vomiting, drying_and_tingling_lips, blurred_and_distorted_vision, nausea, slurred_speech",Hypoglycemia
"headache, fatigue, drying_and_tingling_lips, irritability, nausea, vomiting, palpitations, anxiety, blurred_and_distorted_vision, sweating, slurred_speech, excessive_hunger",Hypoglycemia
"irritability, sweating, excessive_hunger, palpitations, drying_and_tingling_lips, vomiting, nausea, headache, anxiety, fatigue, blurred_and_distorted_vision, slurred_speech",Hypoglycemia
"skin_rash, stomach_pain, spotting_ urination, burning_micturition",Drug Reaction
"spotting_ urination, burning_micturition, stomach_pain, skin_rash",Drug Reaction
"stomach_pain, spotting_ urination, skin_rash, burning_micturition",Drug Reaction
"spotting_ urination, itching, stomach_pain, burning_micturition",Drug Reaction
"burning_micturition, spotting_ urination, itching, stomach_pain",Drug Reaction
"burning_micturition, itching, spotting_ urination, stomach_pain",Drug Reaction
"continuous_sneezing, watering_from_eyes, shivering, chills",Allergy
"continuous_sneezing, chills, watering_from_eyes, shivering",Allergy
"shivering, watering_from_eyes, continuous_sneezing, chills",Allergy
"chest_pain, breathlessness, vomiting, sweating",Heart attack
"sweating, chest_pain, breathlessness, vomiting",Heart attack
"breathlessness, vomiting, chest_pain, sweating",Heart attack
"dischromic _patches, nodal_skin_eruptions, skin_rash, itching",Fungal infection
"nodal_skin_eruptions, itching, skin_rash, dischromic _patches",Fungal infection
"skin_rash, nodal_skin_eruptions, dischromic _patches, itching",Fungal infection
"malaise, mild_fever, skin_rash, high_fever, fatigue, lethargy, loss_of_appetite, headache, red_spots_over_body, swelled_lymph_nodes",Chicken pox
"headache, loss_of_appetite, swelled_lymph_nodes, lethargy, red_spots_over_body, fatigue, high_fever, malaise, skin_rash, mild_fever",Chicken pox
"skin_rash, fatigue, loss_of_appetite, swelled_lymph_nodes, malaise, high_fever, mild_fever, red_spots_over_body, lethargy, headache",Chicken pox
"vomiting, indigestion, passage_of_gases, abdominal_pain, internal_itching",Peptic ulcer disease
"internal_itching, vomiting, abdominal_pain, indigestion, passage_of_gases",Peptic ulcer disease
"internal_itching, indigestion, abdominal_pain, vomiting, passage_of_gases",Peptic ulcer disease
"loss_of_balance, weakness_in_limbs, neck_pain, dizziness",Cervical spondylosis
"loss_of_balance, neck_pain, dizziness, weakness_in_limbs",Cervical spondylosis
"weakness_in_limbs, loss_of_balance, dizziness, neck_pain",Cervical spondylosis
"chest_pain, breathlessness, sweating, vomiting",Heart attack
"chest_pain, sweating, breathlessness, vomiting",Heart attack
"vomiting, sweating, breathlessness, chest_pain",Heart attack
"back_pain, dizziness, neck_pain, weakness_in_limbs, loss_of_balance",Cervical spondylosis
"loss_of_balance, neck_pain, back_pain, weakness_in_limbs, dizziness",Cervical spondylosis
"neck_pain, loss_of_balance, weakness_in_limbs, dizziness, back_pain",Cervical spondylosis
"yellow_urine, malaise, abdominal_pain, receiving_blood_transfusion, dark_urine, yellowish_skin, loss_of_appetite, yellowing_of_eyes, itching, lethargy, receiving_unsterile_injections",Hepatitis B
"malaise, lethargy, yellowing_of_eyes, receiving_blood_transfusion, itching, receiving_unsterile_injections, yellow_urine, dark_urine, yellowish_skin, loss_of_appetite, abdominal_pain",Hepatitis B
"malaise, dark_urine, lethargy, abdominal_pain, yellowish_skin, yellowing_of_eyes, receiving_unsterile_injections, receiving_blood_transfusion, itching, yellow_urine, loss_of_appetite",Hepatitis B
"headache, nausea, sweating, high_fever, diarrhoea, chills, vomiting, muscle_pain",Malaria
"muscle_pain, diarrhoea, chills, vomiting, nausea, headache, sweating, high_fever",Malaria
"headache, sweating, diarrhoea, nausea, chills, muscle_pain, high_fever, vomiting",Malaria
"vomiting, sunken_eyes, dehydration, diarrhoea",Gastroenteritis
"dehydration, sunken_eyes, vomiting, diarrhoea",Gastroenteritis
"dehydration, diarrhoea, sunken_eyes, vomiting",Gastroenteritis
"nausea, acute_liver_failure, yellowish_skin, joint_pain, fatigue, high_fever, dark_urine, yellowing_of_eyes, stomach_bleeding, vomiting, coma, abdominal_pain, loss_of_appetite",Hepatitis E
"dark_urine, stomach_bleeding, yellowish_skin, abdominal_pain, joint_pain, vomiting, high_fever, coma, acute_liver_failure, fatigue, loss_of_appetite, yellowing_of_eyes, nausea",Hepatitis E
"nausea, abdominal_pain, yellowing_of_eyes, loss_of_appetite, stomach_bleeding, joint_pain, acute_liver_failure, yellowish_skin, high_fever, vomiting, fatigue, coma, dark_urine",Hepatitis E
"weight_gain, enlarged_thyroid, depression, cold_hands_and_feets, fatigue, lethargy, dizziness, puffy_face_and_eyes, swollen_extremeties, mood_swings, irritability, abnormal_menstruation, brittle_nails",Hypothyroidism
"weight_gain, enlarged_thyroid, cold_hands_and_feets, dizziness, lethargy, mood_swings, puffy_face_and_eyes, irritability, brittle_nails, fatigue, swollen_extremeties, depression, abnormal_menstruation",Hypothyroidism
"fatigue, mood_swings, swollen_extremeties, irritability, depression, cold_hands_and_feets, dizziness, enlarged_thyroid, weight_gain, lethargy, puffy_face_and_eyes, abnormal_menstruation, brittle_nails",Hypothyroidism
"watering_from_eyes, continuous_sneezing, shivering",Allergy
"continuous_sneezing, watering_from_eyes, shivering",Allergy
"shivering, continuous_sneezing, watering_from_eyes",Allergy
"malaise, fatigue, phlegm, rusty_sputum, cough, high_fever, fast_heart_rate, breathlessness, sweating, chest_pain, chills",Pneumonia
"rusty_sputum, chills, malaise, sweating, chest_pain, phlegm, cough, breathlessness, fast_heart_rate, high_fever, fatigue",Pneumonia
"chills, fast_heart_rate, malaise, chest_pain, fatigue, breathlessness, rusty_sputum, sweating, phlegm, high_fever, cough",Pneumonia
"fatigue, lethargy, restlessness, irregular_sugar_level, obesity, polyuria, blurred_and_distorted_vision, increased_appetite, excessive_hunger, weight_loss",Diabetes
"polyuria, increased_appetite, lethargy, obesity, restlessness, irregular_sugar_level, excessive_hunger, blurred_and_distorted_vision, weight_loss, fatigue",Diabetes
"lethargy, obesity, weight_loss, restlessness, irregular_sugar_level, polyuria, excessive_hunger, blurred_and_distorted_vision, increased_appetite, fatigue",Diabetes
"patches_in_throat, high_fever, extra_marital_contacts",AIDS
"extra_marital_contacts, patches_in_throat, high_fever",AIDS
"extra_marital_contacts, high_fever, patches_in_throat",AIDS
"passage_of_gases, abdominal_pain, loss_of_appetite, internal_itching, vomiting",Peptic ulcer disease
"passage_of_gases, loss_of_appetite, vomiting, abdominal_pain, internal_itching",Peptic ulcer disease
"passage_of_gases, loss_of_appetite, abdominal_pain, internal_itching, vomiting",Peptic ulcer disease
"acidity, blurred_and_distorted_vision, headache, indigestion, stiff_neck, irritability, excessive_hunger, visual_disturbances, depression",Migraine
"indigestion, irritability, blurred_and_distorted_vision, headache, excessive_hunger, acidity, stiff_neck, depression, visual_disturbances",Migraine
"excessive_hunger, visual_disturbances, irritability, indigestion, acidity, blurred_and_distorted_vision, stiff_neck, depression, headache",Migraine
"yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes, fatigue, vomiting, dark_urine, joint_pain, nausea",Hepatitis D
"dark_urine, joint_pain, yellowing_of_eyes, fatigue, yellowish_skin, loss_of_appetite, abdominal_pain, nausea, vomiting",Hepatitis D
