symptoms,disease
"finger movements, foot tapping, touching face or hair, making vocal noises, squeaking noises, non-destructive body movements, talking to self, leg shaking, knuckle rubbing, humming, hand flapping, jumping, skin picking, sliding on the floor",autism spectrum disorder
"humming, making vocal noises, skin picking, jumping, finger movements, non-destructive body movements, touching face or hair, talking to self, knuckle rubbing, leg shaking, foot tapping, hand flapping, squeaking noises, sliding on the floor",autism spectrum disorder
"stomach swelling, diarrhea",gastroenteritis
"diarrhea, stomach swelling",gastroenteritis
"abdominal tenderness, weight loss",gastroenteritis
"weight loss, abdominal tenderness",gastroenteritis
"racing heart, heart palpitations, nausea, lightheadedness, muscle tremors, dizziness",anxiety
"lightheadedness, nausea, racing heart, dizziness, muscle tremors, heart palpitations",anxiety
"lightheadedness, nausea, heart palpitations, muscle tremors, dizziness, racing heart",anxiety
"emotional turmoil, self-harm dynamics, untreated mental condition",stroke
"self-harm dynamics, emotional turmoil, untreated mental condition",stroke
"untreated mental condition, self-harm dynamics, emotional turmoil",stroke
"loss of appetite, stomach cramping, weight loss",multiple sclerosis
"weight loss, stomach cramping, loss of appetite",multiple sclerosis
"stomach cramping, loss of appetite, weight loss",multiple sclerosis
"low-grade fever, watery eyes",common cold
"watery eyes, low-grade fever",common cold
"itching, abdominal_pain, dark_urine, high_fever, weight_loss, fatigue, vomiting",jaundice
"fatigue, high_fever, dark_urine, itching, vomiting, weight_loss, abdominal_pain",jaundice
"fatigue, abdominal_pain, itching, vomiting, dark_urine, high_fever, weight_loss",jaundice
"chronic fatigue or exhaustion, neuropathic pain, tremors in the hands or limbs",multiple sclerosis
"neuropathic pain, tremors in the hands or limbs, chronic fatigue or exhaustion",multiple sclerosis
"tremors in the hands or limbs, chronic fatigue or exhaustion, neuropathic pain",multiple sclerosis
"increased thirst, muscle weakness",hypoglycemia
"muscle weakness, increased thirst",hypoglycemia
"sudden trouble seeing in one or both eyes, sudden difficulty walking, or loss of balance or coordination, sudden numbness or weakness in the face, or leg, arm, especially on one side of the body, sudden confusion or trouble speaking or understanding speech, severe headache with no known cause, dizziness",stroke
"dizziness, sudden numbness or weakness in the face, severe headache with no known cause, especially on one side of the body, or loss of balance or coordination, sudden difficulty walking, arm, sudden trouble seeing in one or both eyes, sudden confusion or trouble speaking or understanding speech, or leg",stroke
"sudden confusion or trouble speaking or understanding speech, especially on one side of the body, arm, dizziness, sudden difficulty walking, sudden numbness or weakness in the face, or leg, severe headache with no known cause, sudden trouble seeing in one or both eyes, or loss of balance or coordination",stroke
"blurred vision, fatigue and weakness, darkened skin around neck or armpits (acanthosis nigricans)",diabetes
"darkened skin around neck or armpits (acanthosis nigricans), fatigue and weakness, blurred vision",diabetes
"darkened skin around neck or armpits (acanthosis nigricans), blurred vision, fatigue and weakness",diabetes
"malaise, itching, yellow_urine, yellowing_of_eyes, abdominal_pain, dark_urine, lethargy, yellowish_skin, receiving_blood_transfusion, receiving_unsterile_injections, loss_of_appetite, fatigue",hepatitis b
"yellow_urine, receiving_unsterile_injections, itching, fatigue, yellowing_of_eyes, abdominal_pain, lethargy, yellowish_skin, dark_urine, loss_of_appetite, receiving_blood_transfusion, malaise",hepatitis b
"receiving_unsterile_injections, abdominal_pain, malaise, lethargy, receiving_blood_transfusion, fatigue, yellowing_of_eyes, yellowish_skin, itching, yellow_urine, loss_of_appetite, dark_urine",hepatitis b
"indigestion, passage_of_gases, abdominal_pain, internal_itching, loss_of_appetite",peptic ulcer disease
"loss_of_appetite, indigestion, passage_of_gases, abdominal_pain, internal_itching",peptic ulcer disease
"passage_of_gases, abdominal_pain, loss_of_appetite, internal_itching, indigestion",peptic ulcer disease
"ritualistic behavior, difficulty adapting to changes in routine, need for strict control over daily routines, preoccupation with orderliness, obsessive thoughts leading to compulsive actions",ocd
"ritualistic behavior, obsessive thoughts leading to compulsive actions, difficulty adapting to changes in routine, preoccupation with orderliness, need for strict control over daily routines",ocd
"need for strict control over daily routines, difficulty adapting to changes in routine, preoccupation with orderliness, ritualistic behavior, obsessive thoughts leading to compulsive actions",ocd
"cracks around the heel, toughened skin, yellowish color",fungal infection
"toughened skin, yellowish color, cracks around the heel",fungal infection
"yellowish color, toughened skin, cracks around the heel",fungal infection
"weakness_in_limbs, neck_pain, loss_of_balance, dizziness",cervical spondylosis
"loss_of_balance, neck_pain, dizziness, weakness_in_limbs",cervical spondylosis
"dizziness, weakness_in_limbs, loss_of_balance, neck_pain",cervical spondylosis
"foul_smell_of urine, burning_micturition, continuous_feel_of_urine",urinary tract infection
"foul_smell_of urine, continuous_feel_of_urine, burning_micturition",urinary tract infection
"burning_micturition, foul_smell_of urine, continuous_feel_of_urine",urinary tract infection
"burning_micturition, foul_smell_of urine, bladder_discomfort, continuous_feel_of_urine",urinary tract infection
"foul_smell_of urine, continuous_feel_of_urine, bladder_discomfort, burning_micturition",urinary tract infection
"bladder_discomfort, continuous_feel_of_urine, foul_smell_of urine, burning_micturition",urinary tract infection
"pelvic pain, painful periods, heavy menstrual bleeding, abnormal uterine bleeding",endometriosis
"painful periods, heavy menstrual bleeding, abnormal uterine bleeding, pelvic pain",endometriosis
"abnormal uterine bleeding, pelvic pain, painful periods, heavy menstrual bleeding",endometriosis
"vomiting, nausea, persistent throat clearing, panic when swallowing, sensation of throat closing",gerd
"nausea, panic when swallowing, sensation of throat closing, vomiting, persistent throat clearing",gerd
"vomiting, panic when swallowing, nausea, sensation of throat closing, persistent throat clearing",gerd
"numbness or tingling in the arms, numbness or tingling in the hands, numbness or tingling in the feet, numbness or tingling in the legs",multiple sclerosis
"numbness or tingling in the hands, numbness or tingling in the arms, numbness or tingling in the feet, numbness or tingling in the legs",multiple sclerosis
"numbness or tingling in the legs, numbness or tingling in the arms, numbness or tingling in the hands, numbness or tingling in the feet",multiple sclerosis
"loose stools, joint pain, anxiety, depression, tiredness, headaches, brain fog, mood swings, migraines",allergy
"joint pain, brain fog, depression, anxiety, mood swings, tiredness, loose stools, migraines, headaches",allergy
"tiredness, migraines, headaches, depression, mood swings, loose stools, brain fog, joint pain, anxiety",allergy
"distention_of_abdomen, abdominal_pain, history_of_alcohol_consumption, swelling_of_stomach, yellowish_skin, fluid_overload, vomiting",alcoholic hepatitis
"swelling_of_stomach, history_of_alcohol_consumption, distention_of_abdomen, vomiting, fluid_overload, yellowish_skin, abdominal_pain",alcoholic hepatitis
"history_of_alcohol_consumption, vomiting, fluid_overload, distention_of_abdomen, swelling_of_stomach, yellowish_skin, abdominal_pain",alcoholic hepatitis
"kp on hips, kp on chest, kp on arms, kp on stomach, kp on ribs, kp on legs",obesity
"kp on stomach, kp on legs, kp on chest, kp on hips, kp on ribs, kp on arms",obesity
"kp on ribs, kp on hips, kp on legs, kp on arms, kp on chest, kp on stomach",obesity
"joint_pain, fatigue, high_fever, loss_of_appetite, coma, yellowish_skin, vomiting, nausea, yellowing_of_eyes, abdominal_pain, stomach_bleeding, acute_liver_failure",hepatitis e
"acute_liver_failure, nausea, vomiting, yellowish_skin, joint_pain, abdominal_pain, high_fever, coma, loss_of_appetite, yellowing_of_eyes, stomach_bleeding, fatigue",hepatitis e
"abdominal_pain, nausea, coma, yellowish_skin, stomach_bleeding, high_fever, vomiting, loss_of_appetite, fatigue, yellowing_of_eyes, joint_pain, acute_liver_failure",hepatitis e
"enlarged_thyroid, irritability, dizziness, cold_hands_and_feets, fatigue, depression, weight_gain, mood_swings, swollen_extremeties, brittle_nails, puffy_face_and_eyes, lethargy, abnormal_menstruation",hypothyroidism
"fatigue, irritability, lethargy, mood_swings, cold_hands_and_feets, swollen_extremeties, weight_gain, abnormal_menstruation, puffy_face_and_eyes, dizziness, depression, brittle_nails, enlarged_thyroid",hypothyroidism
"enlarged_thyroid, dizziness, fatigue, cold_hands_and_feets, mood_swings, abnormal_menstruation, swollen_extremeties, irritability, depression, lethargy, puffy_face_and_eyes, weight_gain, brittle_nails",hypothyroidism
"fever, dry lips",gastroenteritis
"dry lips, fever",gastroenteritis
"loss of interest in activities, impulsive spending on items followed by neglect, inability to sustain attention on tasks",adhd
"impulsive spending on items followed by neglect, inability to sustain attention on tasks, loss of interest in activities",adhd
"inability to sustain attention on tasks, impulsive spending on items followed by neglect, loss of interest in activities",adhd
"unrefreshing sleep, joint pain without swelling, enlarged lymph nodes, cognitive difficulties, headaches of a new type or severity, muscle pain, sore throat, persistent fatigue, post-exertional malaise",chronic fatigue syndrome
"headaches of a new type or severity, cognitive difficulties, persistent fatigue, unrefreshing sleep, muscle pain, post-exertional malaise, enlarged lymph nodes, joint pain without swelling, sore throat",chronic fatigue syndrome
"post-exertional malaise, sore throat, cognitive difficulties, joint pain without swelling, muscle pain, enlarged lymph nodes, headaches of a new type or severity, unrefreshing sleep, persistent fatigue",chronic fatigue syndrome
"feelings of overwhelm or intense worry, tachycardia, increased thirst, excessive sweating, frequent urination",anxiety
"increased thirst, feelings of overwhelm or intense worry, frequent urination, tachycardia, excessive sweating",anxiety
"tachycardia, feelings of overwhelm or intense worry, excessive sweating, frequent urination, increased thirst",anxiety
"itchy toes, athlete's foot on the whole foot",fungal infection
"athlete's foot on the whole foot, itchy toes",fungal infection
"compulsive need to confess minor transgressions, intrusive thoughts of self-harm or suicide, excessive fear of eternal damnation, avoidance of people who engage in certain behaviors like cursing or drinking, intrusive violent thoughts",ocd
"excessive fear of eternal damnation, compulsive need to confess minor transgressions, intrusive violent thoughts, avoidance of people who engage in certain behaviors like cursing or drinking, intrusive thoughts of self-harm or suicide",ocd
"intrusive thoughts of self-harm or suicide, avoidance of people who engage in certain behaviors like cursing or drinking, compulsive need to confess minor transgressions, excessive fear of eternal damnation, intrusive violent thoughts",ocd
